"Отметка времени"	"1. Ваш вік "	"2. Ваша стать"	"3.  В якому класі навчається Ваша дитина або Ваші діти (можна обрати кілька варіантів відповідей)? "	"4. Зазначте свою область проживання"	"5.  У якому населеному пункті розташований Ваш заклад освіти   "	"6.       Оберіть тип Вашого закладу освіти "	"7.  Зазначте форму власності Вашого закладу освіти "	"8. В якому форматі працює Ваш заклад освіти? "	"9. У скільки змін організовано навчання?"	"10. Яку освітню платформу  або інформаційно-комунікаційну систему використовує Ваш заклад освіти для управління освітнім процесом та комунікації з батьками? "	"Якщо зазначили ""Інше"", то напишіть яку саме  систему"	"11.Які  інформаційно-комунікаційні сервіси використовує Ваш заклад освіти для організації навчання  в очному чи в змішаному форматі? (можна вибрати декілька варіантів відповідей)"	"Якщо зазначили ""Інше"", то напишіть який саме сервіс"	"12. Чи задоволені ви технічною підтримкою (допомогою в разі технічних проблем), яку надає заклад освіти для використання освітньої платформи?"	"13. Чи маєте Ви доступ до електронного журналу та щоденника?"	"14. Чи сайт Вашого закладу освіти містить актуальну та корисну для батьків інформацію?"	"15. Зазначте позиції, які містить сайт Вашого закладу освіти (можна вибрати декілька варіантів відповідей):"	"16. За допомогою яких комунікаційних сервісів або соціальних мереж Ви спілкуєтесь з класним керівником Вашої дитини? (можна вибрати декілька варіантів відповідей)"	"Якщо зазначили ""Інше"", то напишіть що саме використовуєте"	"17. Чи налагоджений зворотній зв’язок з іншими вчителями?"	"18. Чи практикує Ваш заклад освіти опитування батьків щодо якості організації освітнього процесу?"	"19. Чи має Ваша дитина належні навички для самостійного використання цифрових ресурсів у навчанні?"	"20. Наскільки самостійно навчається Ваша дитина під час дистанційного та змішаного формату навчання?"	"21.Чи має Ваша дитина доступ до пристрою (комп'ютера, планшета) для навчання вдома?"	"22. Що, на Вашу думку, можна покращити в  інформаційно-цифровому середовищі Вашого закладу освіти? (опишіть, будь ласка, Ваші пропозиції)"
10/9/2024 20:33:22	"від 45 та старше"	"Жінка"	"9 клас"	"Київська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Так"	"Так"	"Так"	"Зворотній зв’язок"	"Viber"		"Частково"	"Ні"	"Так"	"Самостійно"	"Так"	"Допомагати розвивати критичне мислення…."
10/10/2024 8:38:52	"від 35 до 45"	"Жінка"	"6 клас"	"Житомирська область"	"місто"	"гімназія"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Human школа"		"Zoom"	"Human"	"Частково"	"Так"	"Частково"	"Нічого з вищезазначеного"	"Viber, Інше"	"По телефону"	"Частково"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Допомога дітям у підключенні до дистанційного уроку. Правильне зазначення часу уроку. За певний час до уроку допомогти дітям приєднатися до уроку . Кидати раніше посилання на урок. Провести інструктаж. Записувати свої уроки а не кидати дітям посилання на відео посторонньої людини яка не має ніякого відношення до уроку та школи . Пояснювати тему дітям а не просто задавати домашнє завдання."
10/9/2024 13:57:00	"від 27 до 35"	"Жінка"	"7 клас"	"Полтавська область"	"смт"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Ні, така підтримка не надається"	"Ні"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Частково"	"Так"	"Частково"	"Самостійно"	"Так"	"Допрацювати електронний щоденник "
10/16/2024 10:36:57	"від 27 до 35"	"Жінка"	"5 клас"	"Кіровоградська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Єдина школа"		"Google classroom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Досить зручна платформа класрум, також зручно, що є Єдина школа. Тому поки пропозицій щодо покращення не маю."
10/8/2024 17:18:31	"від 45 та старше"	"Жінка"	"8 клас"	"Київська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Єдина школа"		"Google classroom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Частково"	"Ні"	"Так"	"Займається з репетиторами додатково"	"Так"	"Досконалість немає меж"
10/7/2024 18:38:58	"від 35 до 45"	"Жінка"	"4 клас"	"Рівненська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Інше"		"Google classroom"		"Частково"	"Ні"	"Так"	"Правила поведінки під час онлайн-занять, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів"	"Viber"		"Частково"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Достатньо"
10/9/2024 7:20:33	"від 35 до 45"	"Жінка"	"5 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Так"	"Так"	"Так"	"Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Достатньо"
10/8/2024 20:58:36	"від 35 до 45"	"Жінка"	"10 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Частково"	"Так"	"Частково"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Частково"	"Так"	"Так"	"Самостійно"	"Так"	"Доступ ,та рекомендації  додаткових рисурсів"
10/9/2024 20:02:53	"від 27 до 35"	"Жінка"	"8 клас"	"Харківська область"	"смт"	"загальноосвітня школа"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Google classroom"		"Частково"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей"	"Viber"		"Частково"	"Так"	"Так"	"Займається з репетиторами додатково"	"Так"	"Доступ батьків,до вчителів предметників."
10/9/2024 17:36:07	"від 35 до 45"	"Жінка"	"3 клас"	"Одеська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Єдина школа"		"Zoom"		"Частково"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Частково (пристрій доступний не завжди)"	"Доступ для кожного учня, не усі діти мають таку можливість "
10/9/2024 13:40:06	"від 35 до 45"	"Жінка"	"10 клас"	"Одеська область"	"село"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Ні, така підтримка не надається"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Поради щодо психологічної підтримки дітей"	"Viber"		"Ні"	"Ні"	"Так"	"Самостійно"	"Так"	"Доступ до wi-fi, інтерактивні дошки, проектори в класи"
10/7/2024 17:10:29	"від 35 до 45"	"Жінка"	"4 клас, 9 клас"	"Рівненська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Нові знання"		"Google classroom"		"Ні, така підтримка не надається"	"Так"	"Сайт не працює"	"Нічого з вищезазначеного"	"Viber"		"Ні"	"Ні"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступ до актуальної інформації"
10/9/2024 8:32:20	"від 35 до 45"	"Жінка"	"6 клас, 9 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Google classroom, Zoom"		"Частково"	"Так"	"Частково"	"Поради щодо психологічної підтримки дітей"	"Viber"		"Частково"	"Так"	"Так"	"Самостійно"	"Так"	"Доступ до безперебійного інтернету в школі для учнів і вчителів. Відеоуроки з для вивчення програмного забезпечення (ворд, фотошоп, ексель)"
10/9/2024 8:34:53	"від 35 до 45"	"Жінка"	"6 клас, 9 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Google classroom, Zoom"		"Так"	"Так"	"Частково"	"Правила поведінки під час онлайн-занять, Поради щодо психологічної підтримки дітей"	"Viber"		"Частково"	"Так"	"Так"	"Самостійно"	"Так"	"Доступ до безперебійного інтернету в школі для учнів і вчителів. Відеоуроки з для вивчення програмного забезпечення (ворд, фотошоп, ексель)"
10/15/2024 19:11:32	"від 27 до 35"	"Жінка"	"4 клас, 8 клас"	"Чернігівська область"	"смт"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Так"	"Ні"	"Частково"	"Нічого з вищезазначеного"	"Viber, Telegram"		"Так"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступ до вище зазначених пунктів "
10/9/2024 7:55:38	"від 35 до 45"	"Жінка"	"6 клас, 8 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Частково"	"Так"	"Частково"	"Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів"	"Viber"		"Частково"	"Так"	"Так"	"Займається з репетиторами додатково"	"Так"	"Доступ до всіх вчителів "
10/9/2024 16:16:00	"від 35 до 45"	"Жінка"	"6 клас"	"Київська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Єдина школа"		"Google classroom"		"Частково"	"Так"	"Ні"	"Нічого з вищезазначеного"	"Viber"		"Ні"	"Так"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступ до електронних підручників, також введення замість паперових книжок єдиного планшету з усіма підручниками "
10/9/2024 12:53:27	"від 35 до 45"	"Чоловік"	"6 клас"	"Дніпропетровська область"	"місто"	"гімназія"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Мій клас"		"Zoom"		"Так"	"Ні"	"Частково"	"Зворотній зв’язок"	"Viber"		"Ні"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"доступ до електронного журналу та щоденника"
10/8/2024 14:31:32	"від 35 до 45"	"Жінка"	"9 клас"	"Рівненська область"	"місто"	"НВК"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Нові знання"		"Google classroom"		"Так"	"Ні"	"Частково"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Ні"	"Ні"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступ до електронного щоденника"
10/18/2024 9:43:28	"від 27 до 35"	"Жінка"	"4 клас, 10 клас"	"Херсонська область"	"село"	"заклад загальної середньої освіти"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Єдина школа"		"Google classroom"		"Частково"	"Так"	"Частково"	"Правила поведінки під час онлайн-занять, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступ до електронного щоденника та журналу"
10/8/2024 18:48:59	"від 35 до 45"	"Жінка"	"5 клас"	"Миколаївська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Не знаю"		"Google classroom, Zoom"		"Частково"	"Ні"	"Частково"	"Зворотній зв’язок"	"Viber"		"Так"	"Ні"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Частково (пристрій доступний не завжди)"	"Доступ до електронного щоденнику "
10/7/2024 18:42:37	"від 35 до 45"	"Жінка"	"6 клас"	"Рівненська область"	"місто"	"НВК"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Не знаю"		"Google classroom"		"Частково"	"Ні"	"Сайт не працює"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Частково"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступ до електронної інформації що до процесу навчання "
10/8/2024 7:49:27	"від 27 до 35"	"Жінка"	"6 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Zoom"		"Частково"	"Ні"	"Частково"	"Посилання на електронні підручники та навчальні матеріали"	"Viber, Telegram"		"Так"	"Так"	"Так"	"Займається з репетиторами додатково"	"Так"	"Доступ до електроного журнала"
10/7/2024 14:58:24	"від 35 до 45"	"Жінка"	"10 клас"	"Рівненська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Нові знання"		"Google classroom"		"Частково"	"Ні"	"Частково"	"Посилання на електронні підручники та навчальні матеріали"	"Viber, Signal"		"Частково"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступ до журналу та електронного щоденика"
10/7/2024 11:05:08	"від 45 та старше"	"Жінка"	"6 клас"	"Волинська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Нові знання"		"Google classroom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Зворотній зв’язок"	"Viber, Telegram"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступ до інтернету"
10/7/2024 15:39:14	"від 27 до 35"	"Жінка"	"8 клас"	"Одеська область"	"село"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Ні, така підтримка не надається"	"Ні"	"Частково"	"Нічого з вищезазначеного"	"Viber"		"Частково"	"Так"	"Частково"	"Самостійно"	"Так"	"Доступ до інтернету"
10/10/2024 6:51:47	"від 35 до 45"	"Жінка"	"4 клас"	"Житомирська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Human школа"		"Moodle, Zoom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Зворотній зв’язок"	"Viber, Telegram"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступ до Інтернету кращий, сучасні компютери"
10/15/2024 12:09:03	"від 35 до 45"	"Жінка"	"11 клас"	"Чернігівська область"	"смт"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Єдина школа"		"Не знаю"		"Так"	"Ні"	"Частково"	"Нічого з вищезазначеного"	"Viber"		"Частково"	"Ні"	"Частково"	"Вчиться тільки з Вашою підтримкою"	"Ні"	"Доступ до інформації "
10/14/2024 9:11:19	"від 35 до 45"	"Жінка"	"2 клас, 9 клас"	"Волинська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Нові знання"		"Google classroom, Zoom"		"Частково"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступ до мережі інтернет"
10/9/2024 10:18:04	"від 35 до 45"	"Жінка"	"5 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Інше"	"НІТ"	"Не знаю"		"Так"	"Так"	"Частково"	"Інструкції або відеоінструкції щодо використання освітньої платформи"	"Viber"		"Ні"	"Ні"	"Частково"	"Вчиться тільки з Вашою підтримкою"	"Так"	"Доступ до оцінок,журналу
Доступ до спілкування з іншими вчителями"
10/7/2024 15:37:16	"від 35 до 45"	"Жінка"	"9 клас"	"Рівненська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Не знаю"		"Google classroom"		"Частково"	"Ні"	"Ні"	"Нічого з вищезазначеного"	"Viber"		"Ні"	"Ні"	"Так"	"Самостійно"	"Так"	"Доступ до оцінювання, з більш детальною інформацією про успіхи дитини"
10/8/2024 16:08:18	"від 35 до 45"	"Жінка"	"8 клас"	"Київська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Не знаю"		"Google classroom"		"Так"	"Так"	"Так"	"Зворотній зв’язок"	"Viber"		"Ні"	"Так"	"Так"	"Займається з репетиторами додатково"	"Так"	"Доступ до спілкування з іншими викладачами"
10/8/2024 17:39:01	"від 27 до 35"	"Жінка"	"5 клас"	"Київська область"	"село"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Human школа"		"Інше"	"Google Meet"	"Частково"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів"	"Viber"		"Частково"	"Ні"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Доступний інтернет"
10/10/2024 20:03:34	"від 35 до 45"	"Жінка"	"3 клас"	"Житомирська область"	"місто"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Інше"	"Meet"	"Ні, така підтримка не надається"	"Так"	"Так"	"Нічого з вищезазначеного"	"Viber"		"Частково"	"Так"	"Так"	"Вчиться тільки з Вашою підтримкою"	"Так"	"Доступний інтернет по всіх класах"
10/9/2024 10:00:07	"від 27 до 35"	"Жінка"	"2 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Не знаю"		"Не знаю"		"Ні, така підтримка не надається"	"Так"	"Так"	"Зворотній зв’язок"	"Viber, Інше"	"Телефонний звʼязок "	"Ні"	"Так"	"Частково"	"Самостійно"	"Ні"	"Доступність інформації для батьків "
10/8/2024 15:18:03	"від 35 до 45"	"Жінка"	"10 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Ні, така підтримка не надається"	"Ні"	"Частково"	"Нічого з вищезазначеного"	"Viber"		"Ні"	"Ні"	"Так"	"Самостійно"	"Так"	"Доступність прямого контакту з вчителями та директором!..не через класного керівника "
10/8/2024 14:39:05	"від 27 до 35"	"Жінка"	"2 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Частково"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Зворотній зв’язок"	"Viber"		"Частково"	"Так"	"Ні"	"Самостійно, але Ви контролюєте процес"	"Так"	"доступу до домашнього завдання зразу після уроків"
10/11/2024 10:03:23	"від 35 до 45"	"Чоловік"	"6 клас"	"Харківська область"	"місто"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Human школа"		"Zoom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Telegram"		"Так"	"Ні"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Досягти перемогу над кацапами та нарешті закінчити війну за для швидшого повернення до очного навчання."
10/14/2024 14:17:16	"від 35 до 45"	"Жінка"	"8 клас"	"Кіровоградська область"	"місто"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Єдина школа"		"Google classroom, Zoom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Дуже багато завдань, іноді дитина не встигає фізично вчасно все зробити, хочеться більше взаємодії від вчителів, ніж самостійних завдань"
10/8/2024 10:25:26	"від 45 та старше"	"Жінка"	"7 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Google classroom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Так"	"Займається з репетиторами додатково"	"Так"	"Дуже багато задається домашнього завдання, дитина не встигає опрацювати такий  об'єм "
10/8/2024 7:37:17	"від 35 до 45"	"Жінка"	"8 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Zoom"		"Частково"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Зворотній зв’язок"	"Viber"		"Так"	"Ні"	"Частково"	"Самостійно"	"Так"	"Дуже багато уроків в дистанційному навчанні, це шкідливо для дитини.  "
10/8/2024 19:09:19	"від 45 та старше"	"Жінка"	"8 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Google classroom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Дуже вдячна вчителям!"
10/7/2024 21:08:58	"від 45 та старше"	"Жінка"	"3 клас, 5 клас, 6 клас"	"Одеська область"	"село"	"ліцей"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Єдина школа"		"Zoom"		"Ні, така підтримка не надається"	"Так"	"Частково"	"Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей"	"Viber"		"Частково"	"Ні"	"Частково"	"Самостійно, але Ви контролюєте процес"	"Так"	"Дуже невнятні урокі інформатики"
10/18/2024 9:30:39	"від 45 та старше"	"Жінка"	"7 клас"	"Кіровоградська область"	"місто"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Zoom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"Дуже потрібно, щоб вчителі не рівняли учбовий процес по найкращих учнях , бо останні не вспівають писати та відповідати.
Але я розумію ,що це специфіка швидкого викладання теми .Хто перший крикнув з тим цікавіше викладати предмет.  "
10/10/2024 17:00:14	"від 35 до 45"	"Жінка"	"8 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Не знаю"		"Google classroom, Zoom"		"Так"	"Ні"	"Частково"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Ні"	"Так"	"Частково"	"Займається з репетиторами додатково"	"Так"	"Дуже хотілось би  щоб моя дитина мала змішану форму навчання "
10/8/2024 7:41:44	"від 35 до 45"	"Жінка"	"2 клас"	"Харківська область"	"смт"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Нові знання"		"Zoom"		"Частково"	"Так"	"Частково"	"Посилання на електронні підручники та навчальні матеріали, Поради щодо психологічної підтримки дітей"	"Viber"		"Так"	"Так"	"Частково"	"Вчиться тільки з Вашою підтримкою"	"Так"	"Дуже хочеться, щоб було покращено якість інтернету для вчителів та учнів."
10/9/2024 16:36:07	"від 27 до 35"	"Жінка"	"2 клас"	"Одеська область"	"село"	"гімназія"	"державна (комунальна)"	"змішана форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Так"	"Ні"	"Сайт не працює"	"Правила поведінки під час онлайн-занять"	"Viber"		"Ні"	"Так"	"Ні"	"Вчиться тільки з Вашою підтримкою"	"Ні"	"Думаю можно"
10/15/2024 9:39:27	"від 27 до 35"	"Жінка"	"6 клас"	"Харківська область"	"місто"	"ліцей"	"державна (комунальна)"	"дистанційна форма навчання"	"одна зміна"	"Human школа"		"Zoom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Посилання на електронні підручники та навчальні матеріали, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Так"	"Самостійно, але Ви контролюєте процес"	"Так"	"Думаю що в нас все добре і гарно налагодженно"
10/9/2024 13:33:02	"від 35 до 45"	"Жінка"	"9 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"дві зміни"	"Інше"	"Ніт"	"Google classroom, Zoom"		"Так"	"Так"	"Так"	"Зворотній зв’язок"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"Думаю, що суттєвих покращень не потрібно. Забезпечувати безперебійну роботу всіх учасників процесу"
10/9/2024 20:34:21	"від 35 до 45"	"Жінка"	"9 клас, 10 клас"	"Львівська область"	"місто"	"загальноосвітня школа"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Не знаю"		"Не знаю"		"Частково"	"Так"	"Частково"	"Зворотній зв’язок"	"Viber"		"Частково"	"Так"	"Так"	"Самостійно"	"Так"	"Думка і так не врахується"
10/11/2024 17:45:37	"від 45 та старше"	"Жінка"	"10 клас"	"Черкаська область"	"місто"	"гімназія"	"державна (комунальна)"	"очна форма навчання"	"одна зміна"	"Нові знання, Мій клас"		"Office 365, Google classroom, Zoom"		"Так"	"Так"	"Так"	"Інструкції або відеоінструкції щодо використання освітньої платформи, Правила поведінки під час онлайн-занять, Правила безпечного користування інтернетом, Поради щодо психологічної підтримки дітей, Дотримання принципів академічної доброчесності в освітньому процесі та критерії оцінювання результатів навчання учнів, Зворотній зв’язок"	"Viber"		"Частково"	"Так"	"Так"	"Самостійно"	"Так"	"Дякуємо дирекції та всім вчителям за їх труд!"
10/7/2024 18:20:28	"від 45 та старше"	"Жінка"	"9 клас"	"Одеська область"	"село"	"ліцей"	"державна (комунальна)"	"змішана форма навчання"	"дві зміни"	"Нові знання, Інше"	"ZOOM, Вайбер"	"Google classroom, Zoom"		"Так"	"Так"	"Так"	"Посилання на електронні підручники та навчальні матеріали"	"Viber"		"Так"	"Так"	"Так"	"Самостійно"	"Так"	"Дякуємо закладу за можливість отримувати освітні послуги."
